,,,,,,,,,
,,,,,,,,,
动物肉类,,,,,,,,,
猪血,11.8,猪皮,29.8,火腿,55.0,猪心,65.3,,
猪脑,66.3,牛肚,79.0,鸽子,80.0,牛肉,83.7,,
兔肉,107.6,羊肉,111.5,鸭肠,121.0,瘦猪肉,122.5,,
鸡心,125.0,猪肚,132.4,猪腰子,132.6,猪肉,132.6,,
鸡胸肉,137.4,鸭肫,137.4,鹿肉,138.0,鸡肫,138.4,,
鸭肉,165.0,猪肝,169.5,牛肝,169.5,马肉,200,,
猪大肠,262.2,猪小肠,262.2,猪脾,270.6,鸡肝,293.5,,
鸭肝,301.5,熏羊脾,773.0,小牛颈肉,1260.0,,,,
,,,,,,,,,
,,,,,,,,,
